CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,DistrictID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
103,110053033202500103,202500103,2025-08-03 16:00:00,9277,3033,1005,1,1,103,1006,2,4008,2025-08-01 23:00:00,2025-08-02 03:00:00,2025-08-03 16:00:00,12.827746,77.604775,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
104,110053034202500104,202500104,2025-03-06 17:00:00,9223,3034,1005,1,2,104,1007,2,4001,2025-03-04 22:00:00,2025-03-05 09:00:00,2025-03-06 17:00:00,13.072645,77.451548,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
105,110053034202500105,202500105,2025-12-28 04:00:00,9223,3034,1005,1,2,103,1005,3,4005,2025-12-27 16:00:00,2025-12-27 23:00:00,2025-12-28 04:00:00,13.081657,77.492072,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
106,110043029202600106,202600106,2026-02-11 06:00:00,9137,3029,1004,1,1,103,1006,3,4009,2026-02-11 02:00:00,2026-02-11 10:00:00,2026-02-11 06:00:00,13.110319,77.699823,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
107,110023015202500107,202500107,2025-06-28 01:00:00,9011,3015,1002,1,1,102,1004,3,4002,2025-06-26 15:00:00,2025-06-27 01:00:00,2025-06-28 01:00:00,12.834472,77.548044,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
108,110053039202500108,202500108,2025-01-29 04:00:00,9235,3039,1005,1,1,103,1006,1,4015,2025-01-28 15:00:00,2025-01-28 19:00:00,2025-01-29 04:00:00,13.095725,77.521074,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
109,110033019202500109,202500109,2025-05-13 16:00:00,9371,3019,1003,1,2,103,1005,1,4015,2025-05-12 18:00:00,2025-05-12 19:00:00,2025-05-13 16:00:00,12.868262,77.667199,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
110,110033024202500110,202500110,2025-06-17 18:00:00,9395,3024,1003,1,1,102,1004,2,4001,2025-06-15 21:00:00,2025-06-16 07:00:00,2025-06-17 18:00:00,12.876302,77.558253,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
111,110023014202600111,202600111,2026-03-09 00:00:00,9252,3014,1002,1,2,104,1007,2,4010,2026-03-08 16:00:00,2026-03-09 02:00:00,2026-03-09 00:00:00,12.869016,77.458731,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
112,110013002202600112,202600112,2026-02-22 06:00:00,9349,3002,1001,1,1,104,1007,3,4006,2026-02-20 23:00:00,2026-02-21 11:00:00,2026-02-22 06:00:00,12.996444,77.68676,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
113,110033018202600113,202600113,2026-03-18 21:00:00,9349,3018,1003,1,2,103,1006,1,4002,2026-03-16 23:00:00,2026-03-17 03:00:00,2026-03-18 21:00:00,13.019114,77.498348,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
114,110023016202500114,202500114,2025-07-29 09:00:00,9286,3016,1002,1,2,103,1005,3,4011,2025-07-27 13:00:00,2025-07-28 01:00:00,2025-07-29 09:00:00,12.842818,77.670305,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
115,110033018202600115,202600115,2026-03-31 05:00:00,9103,3018,1003,1,1,101,1002,2,4006,2026-03-31 02:00:00,2026-03-31 13:00:00,2026-03-31 05:00:00,12.884387,77.448702,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
116,110043032202500116,202500116,2025-10-04 03:00:00,9319,3032,1004,1,1,103,1005,2,4003,2025-10-03 01:00:00,2025-10-03 09:00:00,2025-10-04 03:00:00,12.94381,77.742147,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
117,110013002202500117,202500117,2025-07-12 21:00:00,9303,3002,1001,1,1,103,1005,3,4009,2025-07-12 14:00:00,2025-07-12 19:00:00,2025-07-12 21:00:00,12.999697,77.709072,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
118,110013006202600118,202600118,2026-02-08 04:00:00,9146,3006,1001,1,2,101,1002,1,4001,2026-02-08 00:00:00,2026-02-08 03:00:00,2026-02-08 04:00:00,13.119661,77.551319,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
119,110023011202500119,202500119,2025-08-19 00:00:00,9063,3011,1002,1,2,104,1007,3,4005,2025-08-18 10:00:00,2025-08-18 15:00:00,2025-08-19 00:00:00,12.948127,77.463565,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
120,110043029202500120,202500120,2025-02-25 22:00:00,9050,3029,1004,1,1,102,1003,2,4012,2025-02-23 22:00:00,2025-02-24 10:00:00,2025-02-25 22:00:00,13.003613,77.720775,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
121,110023013202600121,202600121,2026-03-11 09:00:00,9059,3013,1002,1,1,102,1003,1,4009,2026-03-10 08:00:00,2026-03-10 18:00:00,2026-03-11 09:00:00,13.119127,77.640364,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
122,110053034202500122,202500122,2025-09-18 00:00:00,9149,3034,1005,1,2,101,1001,2,4007,2025-09-17 07:00:00,2025-09-17 16:00:00,2025-09-18 00:00:00,13.101607,77.569195,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
123,110013007202500123,202500123,2025-08-09 14:00:00,9085,3007,1001,1,1,104,1007,3,4013,2025-08-09 10:00:00,2025-08-09 20:00:00,2025-08-09 14:00:00,12.944983,77.507565,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
124,110023016202500124,202500124,2025-07-16 00:00:00,9137,3016,1002,1,1,102,1004,2,4005,2025-07-14 14:00:00,2025-07-15 02:00:00,2025-07-16 00:00:00,13.038471,77.488638,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
125,110023009202500125,202500125,2025-02-01 03:00:00,9388,3009,1002,1,1,102,1003,1,4008,2025-01-30 12:00:00,2025-01-31 00:00:00,2025-02-01 03:00:00,12.943261,77.633473,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
126,110013001202500126,202500126,2025-05-08 06:00:00,9196,3001,1001,1,1,101,1001,1,4013,2025-05-07 17:00:00,2025-05-07 21:00:00,2025-05-08 06:00:00,12.869727,77.608949,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
127,110033017202500127,202500127,2025-10-03 05:00:00,9141,3017,1003,1,2,104,1007,1,4005,2025-10-02 06:00:00,2025-10-02 13:00:00,2025-10-03 05:00:00,13.028589,77.609526,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
128,110033020202500128,202500128,2025-10-04 00:00:00,9345,3020,1003,1,1,102,1004,3,4012,2025-10-03 02:00:00,2025-10-03 05:00:00,2025-10-04 00:00:00,13.013402,77.527275,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
129,110023013202500129,202500129,2025-05-04 16:00:00,9151,3013,1002,1,2,102,1004,3,4012,2025-05-02 17:00:00,2025-05-02 20:00:00,2025-05-04 16:00:00,12.880578,77.477682,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
130,110053039202600130,202600130,2026-01-24 14:00:00,9271,3039,1005,1,1,103,1005,1,4006,2026-01-23 00:00:00,2026-01-23 01:00:00,2026-01-24 14:00:00,13.106516,77.480797,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
131,110013004202500131,202500131,2025-12-22 06:00:00,9290,3004,1001,1,1,104,1007,3,4008,2025-12-22 02:00:00,2025-12-22 07:00:00,2025-12-22 06:00:00,12.903545,77.533326,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
132,110043032202600132,202600132,2026-02-28 11:00:00,9192,3032,1004,1,1,102,1004,3,4010,2026-02-27 02:00:00,2026-02-27 14:00:00,2026-02-28 11:00:00,12.892997,77.504188,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
133,110043025202500133,202500133,2025-10-17 02:00:00,9382,3025,1004,1,1,102,1003,1,4001,2025-10-15 09:00:00,2025-10-15 20:00:00,2025-10-17 02:00:00,12.930362,77.462396,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
134,110053036202500134,202500134,2025-10-12 19:00:00,9363,3036,1005,1,2,104,1007,2,4009,2025-10-11 09:00:00,2025-10-11 19:00:00,2025-10-12 19:00:00,12.988441,77.545816,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
135,110053039202600135,202600135,2026-03-07 07:00:00,9268,3039,1005,1,1,101,1001,2,4013,2026-03-06 13:00:00,2026-03-06 20:00:00,2026-03-07 07:00:00,12.938703,77.517778,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
136,110013006202500136,202500136,2025-03-11 20:00:00,9328,3006,1001,1,1,104,1007,1,4014,2025-03-10 20:00:00,2025-03-11 05:00:00,2025-03-11 20:00:00,12.943425,77.738968,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
137,110043027202500137,202500137,2025-03-13 14:00:00,9209,3027,1004,1,2,103,1005,3,4014,2025-03-13 08:00:00,2025-03-13 13:00:00,2025-03-13 14:00:00,12.841322,77.641547,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
138,110043032202500138,202500138,2025-09-20 12:00:00,9171,3032,1004,1,2,101,1001,3,4001,2025-09-19 23:00:00,2025-09-20 04:00:00,2025-09-20 12:00:00,13.060042,77.572618,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
139,110013002202500139,202500139,2025-08-30 14:00:00,9179,3002,1001,1,2,101,1002,3,4012,2025-08-29 08:00:00,2025-08-29 14:00:00,2025-08-30 14:00:00,13.029547,77.710894,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
140,110033017202500140,202500140,2025-08-15 20:00:00,9161,3017,1003,1,1,103,1006,1,4010,2025-08-14 03:00:00,2025-08-14 04:00:00,2025-08-15 20:00:00,13.006995,77.607763,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
141,110013007202500141,202500141,2025-02-24 00:00:00,9161,3007,1001,1,2,101,1001,3,4001,2025-02-22 14:00:00,2025-02-22 23:00:00,2025-02-24 00:00:00,12.99909,77.744348,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
142,110013008202600142,202600142,2026-03-28 18:00:00,9027,3008,1001,1,2,103,1005,2,4013,2026-03-27 11:00:00,2026-03-27 20:00:00,2026-03-28 18:00:00,12.846072,77.488247,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
143,110043029202500143,202500143,2025-04-20 09:00:00,9240,3029,1004,1,2,101,1001,2,4006,2025-04-19 09:00:00,2025-04-19 13:00:00,2025-04-20 09:00:00,12.83505,77.698219,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
144,110033023202500144,202500144,2025-12-05 04:00:00,9396,3023,1003,1,1,101,1002,3,4009,2025-12-03 19:00:00,2025-12-03 22:00:00,2025-12-05 04:00:00,13.019065,77.510776,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
145,110013001202500145,202500145,2025-10-30 15:00:00,9008,3001,1001,1,2,101,1001,2,4008,2025-10-29 22:00:00,2025-10-30 05:00:00,2025-10-30 15:00:00,13.02502,77.60405,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
146,110053037202500146,202500146,2025-02-04 05:00:00,9303,3037,1005,1,1,101,1001,1,4013,2025-02-03 12:00:00,2025-02-03 19:00:00,2025-02-04 05:00:00,12.940345,77.627279,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
147,110043030202600147,202600147,2026-01-14 05:00:00,9101,3030,1004,1,2,102,1004,1,4015,2026-01-13 13:00:00,2026-01-13 19:00:00,2026-01-14 05:00:00,13.020159,77.644388,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
148,110023016202500148,202500148,2025-10-24 10:00:00,9271,3016,1002,1,2,104,1007,1,4006,2025-10-24 07:00:00,2025-10-24 13:00:00,2025-10-24 10:00:00,12.847993,77.632857,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
149,110043027202600149,202600149,2026-02-02 11:00:00,9168,3027,1004,1,2,104,1007,1,4015,2026-02-01 14:00:00,2026-02-01 16:00:00,2026-02-02 11:00:00,12.950785,77.457874,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
150,110043029202500150,202500150,2025-03-27 14:00:00,9362,3029,1004,1,1,104,1007,1,4005,2025-03-25 16:00:00,2025-03-26 02:00:00,2025-03-27 14:00:00,13.022358,77.480354,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
151,110043026202500151,202500151,2025-11-12 08:00:00,9054,3026,1004,1,1,101,1002,3,4014,2025-11-10 19:00:00,2025-11-11 04:00:00,2025-11-12 08:00:00,12.912327,77.572038,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
152,110043028202500152,202500152,2025-07-06 12:00:00,9384,3028,1004,1,1,104,1007,3,4013,2025-07-04 21:00:00,2025-07-05 09:00:00,2025-07-06 12:00:00,13.079625,77.549617,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
153,110043031202500153,202500153,2025-05-19 20:00:00,9343,3031,1004,1,1,103,1006,3,4011,2025-05-19 07:00:00,2025-05-19 15:00:00,2025-05-19 20:00:00,13.088532,77.475234,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
154,110023014202600154,202600154,2026-01-26 21:00:00,9283,3014,1002,1,1,103,1005,3,4011,2026-01-26 09:00:00,2026-01-26 18:00:00,2026-01-26 21:00:00,12.831322,77.48936,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
155,110013003202500155,202500155,2025-05-16 16:00:00,9111,3003,1001,1,2,102,1003,2,4007,2025-05-15 23:00:00,2025-05-16 08:00:00,2025-05-16 16:00:00,13.116082,77.584329,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
156,110033020202600156,202600156,2026-03-21 10:00:00,9336,3020,1003,1,1,101,1002,2,4014,2026-03-19 19:00:00,2026-03-20 00:00:00,2026-03-21 10:00:00,12.82785,77.73593,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
157,110023015202600157,202600157,2026-01-09 22:00:00,9101,3015,1002,1,2,102,1004,3,4014,2026-01-08 00:00:00,2026-01-08 12:00:00,2026-01-09 22:00:00,12.887671,77.591949,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
158,110033019202600158,202600158,2026-02-06 02:00:00,9122,3019,1003,1,1,103,1005,3,4007,2026-02-05 04:00:00,2026-02-05 15:00:00,2026-02-06 02:00:00,12.87307,77.694253,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
159,110053034202500159,202500159,2025-11-01 08:00:00,9330,3034,1005,1,1,103,1005,1,4004,2025-10-31 08:00:00,2025-10-31 17:00:00,2025-11-01 08:00:00,12.996318,77.701098,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
160,110033020202500160,202500160,2025-07-24 17:00:00,9011,3020,1003,1,2,102,1003,3,4012,2025-07-23 18:00:00,2025-07-24 03:00:00,2025-07-24 17:00:00,13.071345,77.4594,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
161,110023012202500161,202500161,2025-04-01 22:00:00,9354,3012,1002,1,2,103,1006,3,4001,2025-04-01 20:00:00,2025-04-01 23:00:00,2025-04-01 22:00:00,12.916633,77.503268,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
